"ID","lat","long","start.date","end.date","min.band","max.band","mean.band","sd.band","band.yield","no.fill.data","poor.quality.data"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2207,0.584,0.364490550739707,0.0803684656125705,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2332,0.5934,0.377948805131701,0.0997780242736027,NA,"0% (0/69)","52.17% (36/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2365,0.5934,0.369567818966265,0.0924927104864353,NA,"0% (0/69)","52.17% (36/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2184,0.4636,0.329653959029868,0.070413180525893,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2266,0.4943,0.349911262926448,0.0583371528975257,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2687,0.5483,0.398721219382979,0.0765606596858542,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2524,0.5548,0.394886978688539,0.0728732079741607,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.1885,0.5537,0.319151496126704,0.083138121351455,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.17,0.4663,0.311378408718698,0.0718227685136278,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.1955,0.4763,0.324615088164115,0.0759604872419212,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2127,0.5213,0.357374918957956,0.0819952181092309,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.224,0.5213,0.360501606531407,0.0804210454347894,NA,"0% (0/69)","52.17% (36/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.234,0.4894,0.350758752429883,0.0695085296768805,NA,"0% (0/69)","50.72% (35/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2381,0.4956,0.366002660907342,0.0619791010212885,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2689,0.5114,0.384609890515642,0.0609062288819192,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2639,0.5722,0.386366285190233,0.0602083650660292,NA,"0% (0/69)","47.83% (33/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.1462,0.4674,0.269184579599187,0.0679057151747349,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.17,0.4213,0.285054016604153,0.0579429439341267,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2138,0.4974,0.340940948061846,0.0780249383456341,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2138,0.4933,0.353367358897371,0.0775929347948582,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2224,0.4933,0.348983354602614,0.0739500918018034,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.234,0.4895,0.377862993427597,0.0635688993997836,NA,"0% (0/69)","53.62% (37/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.26,0.605,0.407670466470891,0.0767820400442199,NA,"0% (0/69)","52.17% (36/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2722,0.5828,0.401176445079913,0.0660185758207882,NA,"0% (0/69)","49.28% (34/69)"
"Lat51.4017666666667Lon-0.6444Start2004-01-01End2006-12-31",51.4017666666667,-0.6444,2004-01-01,2006-12-19,0.2881,0.5781,0.426623015981059,0.0714589833262867,NA,"0% (0/69)","47.83% (33/69)"
